City_ID,City,Country,Max Temp,Weather Description,Lat,Lng,Hotel Name
83,Funadhoo,MV,79.16,few clouds,6.15,73.2667,Dhaffalhu Tourist Lodge
85,Cabra,ES,72.91,scattered clouds,37.4725,-4.4421,MS Fuente Las Piedras
89,Puyang,CN,70.21,overcast clouds,29.4603,119.8861,Xianhua Sandalwood Celebrity Hotel
91,Torbay,CA,77.76,broken clouds,47.6666,-52.7314,Gallows Cove
93,Isangel,VU,73.51,broken clouds,-19.55,169.2667,Tanna Lodge
94,Bubaque,GW,79.3,light rain,11.2833,-15.8333,"Casa Dora, Bubaque"
95,Lorengau,PG,81.1,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
102,Itarema,BR,78.08,broken clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
107,Sao Filipe,CV,78.76,light rain,14.8961,-24.4956,Hotel Xaguate
108,Ingham,US,83.43,scattered clouds,42.6,-84.3833,Sunset Mobile Home Park
109,Westport,US,80.28,clear sky,41.1415,-73.3579,The Westport Inn
111,Guerrero Negro,MX,87.4,scattered clouds,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
112,Kavieng,PG,82.58,overcast clouds,-2.5744,150.7967,Nusa Island Retreat
113,Morant Bay,JM,83.82,overcast clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
115,Brownsburg,US,86.7,clear sky,39.8434,-86.3978,Hampton Inn & Suites Indianapolis/Brownsburg
116,Pontianak,ID,75.18,light rain,-0.0333,109.3333,Aston Pontianak Hotel & Convention Center
118,Camacha,PT,69.22,scattered clouds,33.0833,-16.3333,Hotel Porto Santo & Spa
119,Ryotsu,JP,72.77,light rain,38.0833,138.4333,Sadokamoko Onsen Kohanno Yado Yoshidaya
123,Yeppoon,AU,67.78,overcast clouds,-23.1333,150.7333,Villa Mar Colina
124,Kavaratti,IN,79.72,broken clouds,10.5669,72.642,Green leaf
126,Avarua,CK,77.05,overcast clouds,-21.2078,-159.775,Paradise Inn
127,Faya,SA,69.91,few clouds,18.3851,42.4509,املاك خالد الشعشوع
129,Bonavista,CA,69.48,overcast clouds,48.6499,-53.1147,Sweet Sharons bnb
130,Daru,PG,78.94,broken clouds,-9.0763,143.2092,Daru Lodge
131,Quatre Cocos,MU,69.91,clear sky,-20.2078,57.7625,Sunrise Attitude Hotel
133,Gizo,SB,82.24,scattered clouds,-8.103,156.8419,Imagination Island
135,Hasaki,JP,72.28,broken clouds,35.7333,140.8333,Inubosaki Kanko Hotel
136,Akyab,MM,80.65,overcast clouds,20.15,92.9,ဟိုတယ် မန်မိုရီ
137,Bethel,US,80.69,clear sky,41.3712,-73.414,Courtyard by Marriott Danbury
141,Tura,IN,73.27,overcast clouds,25.5198,90.2201,Hotel RIKMAN Continental
143,Pirajui,BR,76.68,clear sky,-21.9986,-49.4572,Pirajuí Plaza Hotel
144,Mayo,US,87.75,clear sky,38.8876,-76.5119,Resorts Resource Group International
145,Victoria,HK,82.45,few clouds,22.2855,114.1577,Mini Central
146,Sao Felix Do Xingu,BR,82.13,few clouds,-6.6447,-51.995,Rio Xingu Camping
147,Asfi,MA,72.19,overcast clouds,32.2994,-9.2372,Hôtel Abda
148,Lithakia,GR,76.37,clear sky,37.7167,20.8333,Zante Plaza Hotel & Apartments
150,Port Blair,IN,81.68,scattered clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
154,Boyolangu,ID,73.15,broken clouds,-8.1181,111.8935,Yos ega cv
157,The Valley,AI,81.1,broken clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
158,Glendive,US,84.49,clear sky,47.1053,-104.7125,Super 8 by Wyndham Glendive
159,Bourail,NC,72.79,overcast clouds,-21.5667,165.4833,Motel Allamanda
162,Basudebpur,IN,81.84,overcast clouds,21.1353,86.7386,"Teli Sahi Chhak,Basathi"
164,Thai Binh,VN,80.24,overcast clouds,20.45,106.3333,Sweden Hotel
165,Nishihara,JP,78.85,mist,26.1842,127.7558,Minshuku Agaihama
166,Alofi,NU,71.49,overcast clouds,-19.0595,-169.9187,Taloa Heights
